Cites,Authors,Document Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
2,"Y. Gao","Multi-objective optimization for ultra high strength steel B-pillar of car body hot forming process parameters",2011,"Zhongguo Jixie Gongcheng/China Mechanical Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955715360&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955715360&origin=inward",97,"2020-01-23 14:24:36","Article","","1004-132X","https://api.elsevier.com/content/abstract/scopus_id/79955715360",22,5,,,2,0.22,2,1,9,""
2,"W. Aye","Optimization of forming process for transiting part of combustion chamber",2010,"ICMET 2010 - 2010 International Conference on Mechanical and Electrical Technology, Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649302780&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649302780&origin=inward",98,"2020-01-23 14:24:36","Conference Paper","10.1109/ICMET.2010.5598376","","https://api.elsevier.com/content/abstract/scopus_id/78649302780",,,327,332,2,0.20,2,1,10,""
2,"X. Zhang","Numerical simulation and optimization of high strength steel bumper forming process and springback control",2010,"Chongqing Daxue Xuebao/Journal of Chongqing University","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77958131486&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77958131486&origin=inward",99,"2020-01-23 14:24:36","Article","","1000-582X","https://api.elsevier.com/content/abstract/scopus_id/77958131486",33,9,,,2,0.20,2,1,10,""
1,"P. Shrivastava","Parameter optimization of incremental sheet metal forming based on taguchi design and response surface methodology",2015,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84981218615&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84981218615&origin=inward",111,"2020-01-23 14:24:36","Conference Paper","10.1115/IMECE2015-51227","","https://api.elsevier.com/content/abstract/scopus_id/84981218615",2,,,,1,0.20,1,1,5,""
1,"K. Wang","Cold extrusion-drawing composite forming process and optimization for aluminum alloy mobile telephone shell",2015,"Suxing Gongcheng Xuebao/Journal of Plasticity Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84948743960&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84948743960&origin=inward",114,"2020-01-23 14:24:36","Article","10.3969/j.issn.1007-2012.2015.04.006","1007-2012","https://api.elsevier.com/content/abstract/scopus_id/84948743960",22,4,30,34,1,0.20,1,1,5,""
1,"L. Iorio","Multi-objective optimization of metal forming processes based on the Kalai and Smorodinsky solution",2015,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944262420&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84944262420&origin=inward",115,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.651-653.1387","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/84944262420",651,,1387,1393,1,0.20,1,1,5,""
1,"B. Behrens","Experimental investigations and automatic numerical optimization of a bulk metal forming process to avoid forging folds",2015,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944238944&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84944238944&origin=inward",116,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.651-653.305","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/84944238944",651,,305,310,1,0.20,1,1,5,""
1,"K. Galanulis","Optical 3D metrology for optimization of sheet metal forming processes",2015,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930167426&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930167426&origin=inward",117,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.639.3","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/84930167426",639,,3,11,1,0.20,1,1,5,""
1,"S. Chiu","Optimization of process parameters for dimensional accuracy in an area-forming rapid prototyping system using the Taguchi method",2015,"Modern Physics Letters B","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928405806&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928405806&origin=inward",118,"2020-01-23 14:24:36","Conference Paper","10.1142/S0217984915400114","0217-9849","https://api.elsevier.com/content/abstract/scopus_id/84928405806",29,6,,,1,0.20,1,1,5,""
1,"S. Chiu","Process parameters optimization for area-forming rapid prototyping system",2015,"Rapid Prototyping Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921419078&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84921419078&origin=inward",121,"2020-01-23 14:24:36","Article","10.1108/RPJ-12-2012-0114","1355-2546","https://api.elsevier.com/content/abstract/scopus_id/84921419078",21,1,70,78,1,0.20,1,1,5,""
1,"J. Zhang","Multi-objective optimization of process parameters for 7050 aluminum alloy rib-web forgings' precise forming based on Taguchi method",2014,"Procedia Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949130075&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84949130075&origin=inward",113,"2020-01-23 14:24:36","Conference Paper","10.1016/j.proeng.2014.10.039","1877-7058","https://api.elsevier.com/content/abstract/scopus_id/84949130075",81,,558,563,1,0.17,1,1,6,""
1,"K. Regulski","Application of regression trees in optimization of metal forming process",2014,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84923073967&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84923073967&origin=inward",119,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.622-623.749","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/84923073967",622,,749,755,1,0.17,1,1,6,""
1,"W. Zhang","Establish the model of parameters optimization of sheet metal forming in drawing process based on artificial neural network",2014,"Advanced Materials Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921885697&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84921885697&origin=inward",120,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMR.1037.79","1022-6680","https://api.elsevier.com/content/abstract/scopus_id/84921885697",1037,,79,82,1,0.17,1,1,6,""
1,"W. Zhou","Forming process simulation and optimization of nickel-base superalloy turbine disk",2014,"Advanced Materials Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906748315&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84906748315&origin=inward",122,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMR.1004-1005.1156","1022-6680","https://api.elsevier.com/content/abstract/scopus_id/84906748315",1004,,1156,1161,1,0.17,1,1,6,""
1,"M. Ahmad","Optimization of spot-welds on patchwork blank for hot forming process",2014,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906484185&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84906484185&origin=inward",123,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMM.606.177","1660-9336","https://api.elsevier.com/content/abstract/scopus_id/84906484185",606,,177,180,1,0.17,1,1,6,""
1,"W. Xia","A multi-objective optimization method based on Gaussian process simultaneous modeling for quality control in sheet metal forming",2014,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84903277960&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84903277960&origin=inward",124,"2020-01-23 14:24:36","Article","10.1007/s00170-014-5749-z","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/84903277960",72,9,1333,1346,1,0.17,1,1,6,""
1,"J. Wang","Based on the finite element software ANSYS/ls-dyna metal plate covering parts forming process simulation and optimization research",2014,"Advanced Materials Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84901249340&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84901249340&origin=inward",125,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMR.912-914.589","1022-6680","https://api.elsevier.com/content/abstract/scopus_id/84901249340",912,,589,592,1,0.17,1,1,6,""
1,"J. Zhou","Multi-objective optimization of parameters for forming process of drawing and hole-flanging workpiece",2014,"Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899669855&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899669855&origin=inward",126,"2020-01-23 14:24:36","Article","","1006-2467","https://api.elsevier.com/content/abstract/scopus_id/84899669855",48,3,,,1,0.17,1,1,6,""
1,"Y. Zheng","Process variables optimization matching based on the stamping forming quality index",2013,"Journal of Applied Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84888032119&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888032119&origin=inward",129,"2020-01-23 14:24:36","Article","10.3923/jas.2013.4449.4455","1812-5654","https://api.elsevier.com/content/abstract/scopus_id/84888032119",13,21,4449,4455,1,0.14,1,1,7,""
1,"L. Yuanyuan","Optimization of process parameters in bone scaffold forming of LDM based on degree of grey incidence",2013,"Journal of Pure and Applied Microbiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84881031239&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881031239&origin=inward",130,"2020-01-23 14:24:36","Article","","0973-7510","https://api.elsevier.com/content/abstract/scopus_id/84881031239",7,,167,172,1,0.14,1,1,7,""
1,"H. Wu","Numerical simulation and parameter optimization in forming process of an automobile squab panel",2013,"Cailiao Kexue yu Gongyi/Material Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84878242869&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878242869&origin=inward",131,"2020-01-23 14:24:36","Article","","1005-0299","https://api.elsevier.com/content/abstract/scopus_id/84878242869",21,2,83,89,1,0.14,1,1,7,""
1,"J. Chenot","Optimization of forming processes",2012,"Steel Research International","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84898458698&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84898458698&origin=inward",127,"2020-01-23 14:24:36","Conference Paper","","1611-3683","https://api.elsevier.com/content/abstract/scopus_id/84898458698",,,1,8,1,0.13,1,1,8,""
1,"M. Paćko","Optimization of a bolt forming process by means of numerical simulation",2012,"Steel Research International","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84898454753&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84898454753&origin=inward",128,"2020-01-23 14:24:36","Conference Paper","","1611-3683","https://api.elsevier.com/content/abstract/scopus_id/84898454753",,,195,198,1,0.13,1,1,8,""
1,"L. Long","Application of stochastic focusing search algorithm based on SVM in optimization of sheet metal forming process",2012,"Sichuan Daxue Xuebao (Gongcheng Kexue Ban)/Journal of Sichuan University (Engineering Science Edition)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84869818119&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84869818119&origin=inward",132,"2020-01-23 14:24:36","Article","","1009-3087","https://api.elsevier.com/content/abstract/scopus_id/84869818119",44,5,220,225,1,0.13,1,1,8,""
1,"Z. Huang","Optimization of block-type cold forging process based on forming procedure",2012,"Huanan Ligong Daxue Xuebao/Journal of South China University of Technology (Natural Science)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84867411795&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84867411795&origin=inward",133,"2020-01-23 14:24:36","Article","10.3969/j.issn.1000-565X.2012.07.010","1000-565X","https://api.elsevier.com/content/abstract/scopus_id/84867411795",40,7,57,61,1,0.13,1,1,8,""
1,"J. Du","Parameters optimization of PH supercharging press of micropart forming",2012,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054037475&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054037475&origin=inward",136,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMM.101-102.132","1660-9336","https://api.elsevier.com/content/abstract/scopus_id/80054037475",101,,132,135,1,0.13,1,1,8,""
1,"J. Chenot","Optimization of metal forming processes for improving final mechanical strength",2011,"Computational Plasticity XI - Fundamentals and Applications, COMPLAS XI","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858952889&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858952889&origin=inward",134,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/84858952889",,,42,55,1,0.11,1,1,9,""
1,"S. Thongsuros","Optimization of polymer composite forming parameters for bipolar plate fabrication",2011,"2011 IEEE International Conference on Quality and Reliability, ICQR 2011","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054737786&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054737786&origin=inward",135,"2020-01-23 14:24:36","Conference Paper","10.1109/ICQR.2011.6031682","","https://api.elsevier.com/content/abstract/scopus_id/80054737786",,,62,66,1,0.11,1,1,9,""
1,"J. Wiebenga","Efficient robust optimization of metal forming processes using a sequential metamodel based strategy",2011,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052701139&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052701139&origin=inward",137,"2020-01-23 14:24:36","Conference Paper","10.1063/1.3623711","0094-243X","https://api.elsevier.com/content/abstract/scopus_id/80052701139",1383,,978,985,1,0.11,1,1,9,""
1,"H. Gong","The cold extrusion forming process optimization about the hexagonal bowl auto part",2011,"Proceedings - 3rd International Conference on Measuring Technology and Mechatronics Automation, ICMTMA 2011","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952904004&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952904004&origin=inward",138,"2020-01-23 14:24:36","Conference Paper","10.1109/ICMTMA.2011.754","","https://api.elsevier.com/content/abstract/scopus_id/79952904004",3,,729,732,1,0.11,1,1,9,""
1,"M. Strano","Reliability Based Economical Optimization of sheet metal forming processes",2010,"International Journal of Material Forming","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651570397&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78651570397&origin=inward",139,"2020-01-23 14:24:36","Article","10.1007/s12289-010-0702-7","1960-6206","https://api.elsevier.com/content/abstract/scopus_id/78651570397",3,,41,44,1,0.10,1,1,10,""
1,"J. Zhou","Typical defect analysis and forming optimization of TR upsetting-bending process for heavy crankshaft with continuous grain flow",2010,"Neiranji Gongcheng/Chinese Internal Combustion Engine Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651428720&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78651428720&origin=inward",140,"2020-01-23 14:24:36","Article","","1000-0925","https://api.elsevier.com/content/abstract/scopus_id/78651428720",31,6,76,80,1,0.10,1,1,10,""
1,"J. Wang","Optimization research of process parameters for laser direct rapid forming metal parts based on genetic algorithm",2010,"2010 International Conference on Mechanic Automation and Control Engineering, MACE2010","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77956089602&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77956089602&origin=inward",141,"2020-01-23 14:24:36","Conference Paper","10.1109/MACE.2010.5535874","","https://api.elsevier.com/content/abstract/scopus_id/77956089602",,,5684,5687,1,0.10,1,1,10,""
1,"K. Kim","Process optimization of sheet metal forming using operating window",2010,"Proceedings of the ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference 2009, DETC2009","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77953751421&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77953751421&origin=inward",142,"2020-01-23 14:24:36","Conference Paper","10.1115/DETC2009-86859","","https://api.elsevier.com/content/abstract/scopus_id/77953751421",8,,209,216,1,0.10,1,1,10,""
1,"W. Hu","Optimisation of sheet metal forming processes by the use of adaptive intelligent sampling scheme based metamodelling method",2010,"International Journal of Materials and Product Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77950244868&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77950244868&origin=inward",143,"2020-01-23 14:24:36","Article","10.1504/IJMPT.2010.032097","0268-1900","https://api.elsevier.com/content/abstract/scopus_id/77950244868",38,2,153,172,1,0.10,1,1,10,""
0,"P. Bussetta","Optimisation of hot-forming process through in-plane constraints: Numerical and experimental studies",2020,"ECCM 2018 - 18th European Conference on Composite Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077579238&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077579238&origin=inward",144,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85077579238",,,,,0,0.00,0,1,1,""
0,"Y. Feng","Optimization design of TC4 titanium alloy sheet multi-step pressing forming parameters based on springback compensation",2019,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076959283&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076959283&origin=inward",145,"2020-01-23 14:24:36","Article","10.13196/j.cims.2019.10.005","1006-5911","https://api.elsevier.com/content/abstract/scopus_id/85076959283",25,10,2456,2466,0,0.00,0,1,1,""
0,"K. Maji","Inverse analysis and multi-objective optimization of coupling mechanism based laser forming process",2020,"Sadhana - Academy Proceedings in Engineering Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076891991&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076891991&origin=inward",146,"2020-01-23 14:24:36","Article","10.1007/s12046-019-1245-3","0256-2499","https://api.elsevier.com/content/abstract/scopus_id/85076891991",45,1,,,0,0.00,0,1,1,""
0,"N. Kumar","Multi-objective optimization of quality characteristics in single point incremental forming process by response surface methodology",2019,"Indian Journal of Engineering and Materials Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076752049&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076752049&origin=inward",147,"2020-01-23 14:24:36","Article","","0971-4588","https://api.elsevier.com/content/abstract/scopus_id/85076752049",26,3,254,264,0,0.00,0,1,1,""
0,"L. Yang","Study on famous prescription of prestigious traditional Chinese medicine master Lu Zhizheng based on QbD concept: optimization of extraction process and granule forming process of Meiyan Shuqi Prescription",2019,"Zhongguo Zhongyao Zazhi","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076025696&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076025696&origin=inward",148,"2020-01-23 14:24:36","Article","10.19540/j.cnki.cjcmm.20190629.307","1001-5302","https://api.elsevier.com/content/abstract/scopus_id/85076025696",44,20,4336,4341,0,0.00,0,1,1,""
0,"Z. Wu","Study on famous prescription of prestigious traditional Chinese medicine based on QbD concept: optimization of extraction process and granule forming process of Tuomin Dingchuan Prescription",2019,"Zhongguo Zhongyao Zazhi","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076003768&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076003768&origin=inward",149,"2020-01-23 14:24:36","Article","10.19540/j.cnki.cjcmm.20190629.308","1001-5302","https://api.elsevier.com/content/abstract/scopus_id/85076003768",44,20,4322,4328,0,0.00,0,1,1,""
0,"W. Zhang","Optimization of roll forming process for high-strength V channel steels",2019,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074707014&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074707014&origin=inward",150,"2020-01-23 14:24:36","Article","10.1007/s00170-019-04462-y","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/85074707014",105,5,2469,2480,0,0.00,0,1,1,""
0,"W. Ma","Study of the Optimization of Laser Stereo Forming Process Based on the Orthogonal Experiment",2019,"IOP Conference Series: Materials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074499236&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074499236&origin=inward",151,"2020-01-23 14:24:36","Conference Paper","10.1088/1757-899X/612/3/032150","1757-8981","https://api.elsevier.com/content/abstract/scopus_id/85074499236",612,3,,,0,0.00,0,1,1,""
0,"A. Berrubé","Forming process of façade panels by curved folding with combined geometric and mechanical optimisation",2019,"Proceedings of the International fib Symposium on Conceptual Design of Structures","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073168132&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073168132&origin=inward",152,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85073168132",,,271,276,0,0.00,0,1,1,""
0,"Y. Gong","Optimization of forming process parameters and water retention performance of straw blocks",2019,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072622559&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072622559&origin=inward",153,"2020-01-23 14:24:36","Article","10.11975/j.issn.1002-6819.2019.12.030","1002-6819","https://api.elsevier.com/content/abstract/scopus_id/85072622559",35,12,248,255,0,0.00,0,1,1,""
0,"M. Keshtiara","Multi-objective optimization of stainless steel 304 tube laser forming process using GA",2019,"Engineering with Computers","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071140266&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071140266&origin=inward",154,"2020-01-23 14:24:36","Article","10.1007/s00366-019-00814-0","0177-0667","https://api.elsevier.com/content/abstract/scopus_id/85071140266",,,,,0,0.00,0,1,1,""
0,"G. Zhang","Process modeling and optimization of laser bending forming of copper-nickel multilayer composite sheets",2018,"Laser and Optoelectronics Progress","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070788646&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070788646&origin=inward",155,"2020-01-23 14:24:36","Article","10.3788/LOP55.061404","1006-4125","https://api.elsevier.com/content/abstract/scopus_id/85070788646",55,6,,,0,0.00,0,1,2,""
0,"M. Sbayti","Efficiency of optimization algorithms on the adjustment of process parameters for geometric accuracy enhancement of denture plate in single point incremental sheet forming",2019,"Neural Computing and Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070269788&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070269788&origin=inward",156,"2020-01-23 14:24:36","Article","10.1007/s00521-019-04354-y","0941-0643","https://api.elsevier.com/content/abstract/scopus_id/85070269788",,,,,0,0.00,0,1,1,""
0,"R. Azhiri","Optimization of Single Point Incremental Forming Process Using Ball Nose Tool",2019,"Experimental Techniques","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068991260&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068991260&origin=inward",157,"2020-01-23 14:24:36","Article","10.1007/s40799-019-00338-8","0732-8818","https://api.elsevier.com/content/abstract/scopus_id/85068991260",,,,,0,0.00,0,1,1,""
0,"H. Li","Optimization of Hot Forming-Quenching Integrated Process Parameters for Complex Aluminum Alloy Automotive Components",2019,"Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068877715&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068877715&origin=inward",158,"2020-01-23 14:24:36","Article","","1002-185X","https://api.elsevier.com/content/abstract/scopus_id/85068877715",48,4,1029,1035,0,0.00,0,1,1,""
0,"O. Nejadseyfi","Tailoring material scatter for metal forming processes based on inverse robust optimization",2019,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068877052&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068877052&origin=inward",159,"2020-01-23 14:24:36","Conference Paper","10.1063/1.5112660","0094-243X","https://api.elsevier.com/content/abstract/scopus_id/85068877052",2113,,,,0,0.00,0,1,1,""
0,"L. Li","Process parameters decision to optimization of cold rolling-beating forming process through experiment and modelling",2019,"Metals","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067972397&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067972397&origin=inward",160,"2020-01-23 14:24:36","Article","10.3390/met9040405","2075-4701","https://api.elsevier.com/content/abstract/scopus_id/85067972397",9,4,,,0,0.00,0,1,1,""
0,"Q. Zang","Forming analysis and process parameters optimization for automobile aluminum alloy floor beam based on Dynaform",2019,"Suxing Gongcheng Xuebao/Journal of Plasticity Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067806367&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067806367&origin=inward",161,"2020-01-23 14:24:36","Article","10.3969/j.issn.1007-2012.2019.02.016","1007-2012","https://api.elsevier.com/content/abstract/scopus_id/85067806367",26,2,125,131,0,0.00,0,1,1,""
0,"F. Ausserer","Modelling and simulation of a paper forming tool - Optimization of the flanging process",2019,"Tribologie und Schmierungstechnik","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065641503&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065641503&origin=inward",162,"2020-01-23 14:24:36","Article","10.30419/TuS-2019-0009","0724-3472","https://api.elsevier.com/content/abstract/scopus_id/85065641503",66,2,19,23,0,0.00,0,1,1,""
0,"M. Hrairi","Optimization of incremental sheet metal forming process using grey relational analysis",2019,"International Journal of Recent Technology and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065299634&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065299634&origin=inward",163,"2020-01-23 14:24:36","Article","","2277-3878","https://api.elsevier.com/content/abstract/scopus_id/85065299634",7,6,246,252,0,0.00,0,1,1,""
